Quarter,County,Waste Type,Waste Category,Waste Amount (tonnes)
2008_Q1,Laois,Non-Hazardous,Industrial Non-Hazardous Waste,21524.42
2008_Q3,Laois,Non-Hazardous,Municipal Solid Waste,10644.0
2008_Q3,Laois,Non-Hazardous,Organic Waste,14806.0
2008_Q1,Limerick,Hazardous,Chemical Waste,15057.0
2008_Q3,Limerick,Hazardous,Electronic Waste,11092.88
2008_Q3,Limerick,Hazardous,Industrial Hazardous Waste,10881.93
2008_Q3,Limerick,,Medical Waste,12970.53
2008_Q3,Limerick,Non-Hazardous,Agricultural Waste,11519.95
2008_Q3,Limerick,Non-Hazardous,Construction and Demolition Waste,14138.88
2008_Q3,Limerick,Non-Hazardous,Industrial Non-Hazardous Waste,17168.02
2008_Q3,Limerick,Non-Hazardous,,16335.41
2008_Q3,Limerick,Non-Hazardous,Organic Waste,13675.81
2008_Q1,Louth,Hazardous,Chemical Waste,11862.0
2008_Q3,Louth,Hazardous,Electronic Waste,10735.17
2008_Q3,Louth,Hazardous,Industrial Hazardous Waste,21813.98
2008_Q3,,Hazardous,Medical Waste,21808.15
2008_Q1,Louth,Non-Hazardous,Agricultural Waste,12024.0
2008_Q3,Louth,Non-Hazardous,Construction and Demolition Waste,10291.74
2008_Q3,Louth,Non-Hazardous,Industrial Hazardous Waste,16082.32
,Louth,Non-Hazardous,Municipal Solid Waste,14268.02
,Louth,Non-Hazardous,Organic Waste,12258.28
2008_Q3,Mayo,Hazardous,,25498.0
2008_Q3,Mayo,Hazardous,Electronic Waste,12218.0
2008_Q3,Mayo,Hazardous,Industrial Hazardous Waste,16356.96
2008_Q3,Mayo,Hazardous,Medical Waste,7612.65
2008_Q1,Mayo,Non-Hazardous,Agricultural Waste,17457.98
2008_Q3,Mayo,Non-Hazardous,,11069.24
2008_Q3,Mayo,Non-Hazardous,Industrial Non-Hazardous Waste,13624.73
2008_Q3,Mayo,Non-Hazardous,Municipal Solid Waste,6343.96
2008_Q2,Mayo,Non-Hazardous,Organic Waste,18368.56
2008_Q1,Meath,Hazardous,Chemical Waste,20980.25
2008_Q3,Meath,Hazardous,Electronic Waste,20443.04
,Meath,Hazardous,Industrial Hazardous Waste,19721.75
2008_Q3,Meath,Hazardous,Medical Waste,7217.83
2008_Q3,Meath,Non-Hazardous,Agricultural Waste,20589.98
2008_Q3,Meath,Non-Hazardous,Construction and Demolition Waste,19512.5
2008_Q4,Meath,Non-Hazardous,Industrial Non-Hazardous Waste,14724.35
2008_Q3,Meath,Non-Hazardous,Municipal Solid Waste,18752.13
2008_Q1,Meath,Non-Hazardous,Organic Waste,17356.0
2008_Q1,Monaghan,Hazardous,Chemical Waste,20625.78
2008_Q3,Monaghan,Hazardous,Electronic Waste,18268.0
2008_Q3,Monaghan,Hazardous,Industrial Hazardous Waste,18258.31
2008_Q3,Monaghan,Hazardous,Medical Waste,19337.17
2008_Q3,Monaghan,Non-Hazardous,Agricultural Waste,18260.64
2008_Q3,Monaghan,Non-Hazardous,Construction and Demolition Waste,13331.73
2008_Q1,Monaghan,Non-Hazardous,Industrial Non-Hazardous Waste,15096.26
2008_Q1,Monaghan,Non-Hazardous,Municipal Solid Waste,15265.41
2008_Q1,Monaghan,Non-Hazardous,Organic Waste,16112.0
2008_Q1,Offaly,Hazardous,Chemical Waste,8393.15
2008_Q1,Offaly,Hazardous,Electronic Waste,17216.08
2008_Q1,Offaly,Hazardous,Industrial Hazardous Waste,12699.36
2008_Q3,,Hazardous,Medical Waste,26004.98
2008_Q3,Offaly,Non-Hazardous,Agricultural Waste,12594.25
2008_Q3,Offaly,Non-Hazardous,Construction and Demolition Waste,27410.0
2008_Q3,Offaly,Non-Hazardous,Industrial Non-Hazardous Waste,18298.93
2008_Q1,Nan,Non-Hazardous,Municipal Solid Waste,24169.0
2008_Q3,Offaly,Non-Hazardous,Organic Waste,17487.0
2008_Q3,Roscommon,Hazardous,Chemical Waste,13725.75
2008_Q3,Roscommon,Hazardous,Electronic Waste,4980.79
2008_Q3,Roscommon,Hazardous,Industrial Hazardous Waste,12711.61
2008_Q3,Roscommon,Hazardous,Medical Waste,8741.0
2008_Q3,Roscommon,Non-Hazardous,Agricultural Waste,13009.09
,Roscommon,Non-Hazardous,Construction and Demolition Waste,12744.46
2008_Q3,Roscommon,,Industrial Non-Hazardous Waste,11031.43
2008_Q3,Roscommon,Non-Hazardous,Municipal Solid Waste,17320.15
2008_Q1,Roscommon,Non-Hazardous,Organic Waste,18224.0
2008_Q3,Sligo,Hazardous,Chemical Waste,14934.0
2008_Q3,Sligo,Hazardous,Electronic Waste,
2008_Q1,Sligo,Hazardous,Industrial Hazardous Waste,10259.94
2008_Q3,Sligo,Hazardous,Medical Waste,6856.88
2008_Q3,Sligo,Non-Hazardous,,15062.95
2008_Q1,Sligo,Non-Hazardous,Construction and Demolition Waste,5644.0
,Sligo,,Industrial Hazardous Waste,18331.74
2008_Q1,Sligo,Non-Hazardous,Municipal Solid Waste,7141.0
2008_Q3,,Non-Hazardous,Organic Waste,20842.56
2008_Q3,Tipperary,Hazardous,Chemical Waste,21851.12
2008_Q3,Tipperary,Hazardous,Electronic Waste,12051.15
2008_Q3,Tipperary,Hazardous,Industrial Hazardous Waste,12178.33
2008_Q3,Tipperary,Hazardous,Medical Waste,13264.9
2008_Q3,Tipperary,Non-Hazardous,Agricultural Waste,19019.75
2008_Q1,Tipperary,Non-Hazardous,Construction and Demolition Waste,15953.53
2008_Q1,Tipperary,Non-Hazardous,Industrial Non-Hazardous Waste,14172.71
2008_Q3,Tipperary,Non-Hazardous,Municipal Solid Waste,13272.2
2008_Q1,Tipperary,Non-Hazardous,Organic Waste,10425.99
2008_Q4,Waterford,,Chemical Waste,20957.97
2008_Q3,Waterford,Hazardous,Electronic Waste,15879.48
2008_Q1,Waterford,Hazardous,,10917.0
2008_Q1,Waterford,Hazardous,Medical Waste,
2008_Q3,,,Agricultural Waste,16396.53
2008_Q1,Waterford,Non-Hazardous,Construction and Demolition Waste,21743.59
2008_Q3,Waterford,Non-Hazardous,Industrial Non-Hazardous Waste,9067.54
2008_Q3,Waterford,,Municipal Solid Waste,10044.0
2008_Q3,Waterford,Non-Hazardous,Organic Waste,13076.39
2008_Q1,Westmeath,Hazardous,Chemical Waste,18756.38
2008_Q3,Westmeath,Hazardous,Electronic Waste,18697.92
2008_Q1,,Hazardous,Industrial Hazardous Waste,17628.36
2008_Q3,Westmeath,Hazardous,Medical Waste,11346.33
2008_Q3,Westmeath,Non-Hazardous,Agricultural Waste,11638.55
2008_Q1,Westmeath,Non-Hazardous,Construction and Demolition Waste,18496.0
2008_Q1,Westmeath,Non-Hazardous,Industrial Non-Hazardous Waste,18652.0
2008_Q3,Westmeath,Non-Hazardous,Municipal Solid Waste,17080.0
2008_Q3,Westmeath,Non-Hazardous,Organic Waste,13691.0
2008_Q3,Wexford,Hazardous,Chemical Waste,
2008_Q3,Nan,Hazardous,Electronic Waste,22389.0
2008_Q3,Wexford,Hazardous,Industrial Hazardous Waste,15963.97
,Wexford,Hazardous,Medical Waste,17441.25
2008_Q3,Wexford,Non-Hazardous,Agricultural Waste,11007.84
2008_Q3,Wexford,,Construction and Demolition Waste,7346.44
2008_Q1,Wexford,Non-Hazardous,Industrial Non-Hazardous Waste,11907.0
2008_Q3,Wexford,Non-Hazardous,Municipal Solid Waste,18650.33
2008_Q3,Wexford,Non-Hazardous,Organic Waste,6082.23
2008_Q4,Wicklow,,Chemical Waste,6157.6
2008_Q3,Wicklow,Hazardous,Electronic Waste,13635.11
2008_Q3,Wicklow,Hazardous,Industrial Hazardous Waste,14134.0
2008_Q1,Wicklow,Hazardous,Medical Waste,19100.1
2008_Q3,Wicklow,Non-Hazardous,Agricultural Waste,25158.87
2008_Q3,Wicklow,Non-Hazardous,Construction and Demolition Waste,12615.16
2008_Q3,Wicklow,Non-Hazardous,Industrial Non-Hazardous Waste,161711.3
2008_Q3,Wicklow,Non-Hazardous,Municipal Solid Waste,17653.2
2008_Q3,Wicklow,Non-Hazardous,Organic Waste,19048.3
2008_Q4,Antrim,Hazardous,Chemical Waste,8954.76
2008_Q4,Antrim,Hazardous,Electronic Waste,6570.26
2008_Q1,Antrim,Hazardous,Industrial Hazardous Waste,9711.91
2008_Q4,Antrim,Hazardous,Medical Waste,12122.25
2008_Q4,Antrim,Non-Hazardous,Agricultural Waste,18725.97
2008_Q4,Antrim,Non-Hazardous,Construction and Demolition Waste,16452.0
2008_Q4,Antrim,Non-Hazardous,Industrial Non-Hazardous Waste,13864.3
2008_Q4,Antrim,Non-Hazardous,Municipal Solid Waste,20278.07
2008_Q4,Antrim,Non-Hazardous,,8682.0
2008_Q2,,Hazardous,Chemical Waste,10960.07
,,Hazardous,Electronic Waste,20810.56
2008_Q2,Carlow,Hazardous,Industrial Hazardous Waste,12687.0
2008_Q4,Carlow,Hazardous,Medical Waste,8455.0
2008_Q4,Carlow,Non-Hazardous,Agricultural Waste,19220.0
2008_Q4,Carlow,Non-Hazardous,Construction and Demolition Waste,18025.07
2008_Q4,Carlow,Non-Hazardous,Industrial Non-Hazardous Waste,20983.49
2008_Q4,Carlow,Non-Hazardous,Municipal Solid Waste,
2008_Q4,Carlow,Non-Hazardous,Organic Waste,18670.0
2008_Q4,Cavan,Hazardous,Chemical Waste,5553.92
2008_Q4,Cavan,Hazardous,Electronic Waste,20517.53
2008_Q4,Cavan,Hazardous,Industrial Hazardous Waste,18417.0
2008_Q4,Cavan,Hazardous,Medical Waste,174295.0
,Cavan,Non-Hazardous,,20590.7
2008_Q4,Nan,Non-Hazardous,Construction and Demolition Waste,16979.0
2008_Q4,Cavan,Non-Hazardous,Industrial Non-Hazardous Waste,13547.02
2008_Q4,Cavan,Non-Hazardous,Municipal Solid Waste,19499.64
2008_Q4,Cavan,Non-Hazardous,Organic Waste,18320.25
2008_Q4,Clare,Hazardous,Chemical Waste,26583.0
2008_Q4,Clare,Hazardous,Electronic Waste,17307.25
2008_Q4,Clare,Hazardous,Industrial Hazardous Waste,10175.0
2008_Q1,Clare,Hazardous,Medical Waste,10223.93
2008_Q4,Clare,Non-Hazardous,Agricultural Waste,16080.52
2008_Q4,Clare,Non-Hazardous,Construction and Demolition Waste,21446.94
2008_Q1,Clare,Non-Hazardous,Industrial Non-Hazardous Waste,19324.87
2008_Q4,Clare,,Municipal Solid Waste,17764.85
2008_Q4,Clare,,Organic Waste,19024.0
2008_Q4,Cork,Hazardous,Chemical Waste,7150.39
2008_Q1,Cork,Hazardous,Electronic Waste,14398.44
2008_Q4,Cork,,Industrial Hazardous Waste,20750.16
2008_Q4,Nan,Hazardous,Medical Waste,12040.0
2008_Q4,Cork,Non-Hazardous,Agricultural Waste,20246.59
2008_Q1,Cork,Non-Hazardous,Construction and Demolition Waste,14330.0
2008_Q4,Cork,Non-Hazardous,Industrial Non-Hazardous Waste,17440.99
2008_Q4,Cork,Non-Hazardous,,7037.0
2008_Q4,Nan,Non-Hazardous,Organic Waste,
2008_Q1,Donegal,Hazardous,Chemical Waste,7373.0
2008_Q4,Donegal,Hazardous,Electronic Waste,11230.91
2008_Q1,Donegal,,Industrial Hazardous Waste,8423.68
2008_Q1,,Hazardous,Medical Waste,20546.0
2008_Q4,Donegal,Non-Hazardous,Agricultural Waste,24605.39
2008_Q4,Donegal,Non-Hazardous,Construction and Demolition Waste,24390.0
2008_Q4,Donegal,Non-Hazardous,Industrial Non-Hazardous Waste,14023.61
2008_Q4,Donegal,Non-Hazardous,Municipal Solid Waste,11797.1
2008_Q4,Donegal,Non-Hazardous,Organic Waste,13896.21
2008_Q1,Down,Hazardous,Chemical Waste,10432.18
2008_Q4,Down,Hazardous,Electronic Waste,18465.27
2008_Q1,Down,Hazardous,Industrial Hazardous Waste,18565.3
2008_Q4,Down,Hazardous,Medical Waste,14895.23
2008_Q1,Down,,Agricultural Waste,
2008_Q4,Down,Non-Hazardous,Construction and Demolition Waste,10024.0
2008_Q1,Down,Non-Hazardous,Industrial Non-Hazardous Waste,7184.0
2008_Q4,Down,Non-Hazardous,Municipal Solid Waste,14273.0
2008_Q1,Down,Non-Hazardous,Organic Waste,14357.92
2008_Q1,Nan,Hazardous,Chemical Waste,15268.52
2008_Q1,Dublin,Hazardous,Electronic Waste,18600.7
2008_Q4,Dublin,Hazardous,Industrial Hazardous Waste,13070.2
2008_Q1,Dublin,Hazardous,Medical Waste,5771.36
2008_Q4,Dublin,Non-Hazardous,Agricultural Waste,15301.0
2008_Q4,Dublin,Non-Hazardous,Construction and Demolition Waste,22234.07
2008_Q4,Dublin,Non-Hazardous,Industrial Non-Hazardous Waste,15602.35
2008_Q4,Dublin,Non-Hazardous,Municipal Solid Waste,15018.0
2008_Q4,Dublin,,Organic Waste,16648.0
2008_Q2,Galway,Hazardous,Chemical Waste,11790.0
2008_Q4,Galway,Hazardous,Electronic Waste,22119.0
2008_Q4,Galway,Hazardous,,17236.0
2008_Q1,Galway,Hazardous,Medical Waste,19358.57
2008_Q1,Galway,Non-Hazardous,Agricultural Waste,26064.46
2008_Q4,Galway,Non-Hazardous,Construction and Demolition Waste,
2008_Q4,Galway,Non-Hazardous,,15126.99
2008_Q1,Galway,Non-Hazardous,Municipal Solid Waste,7891.0
2008_Q1,Nan,Non-Hazardous,N A N,27918.88
2008_Q4,Kerry,Hazardous,Chemical Waste,14229.17
2008_Q4,Kerry,Hazardous,Electronic Waste,14347.0
2008_Q4,Kerry,Hazardous,Industrial Hazardous Waste,13691.74
2008_Q4,Kerry,Hazardous,Medical Waste,11067.35
2008_Q4,Kerry,Non-Hazardous,Agricultural Waste,20684.15
2008_Q2,Kerry,Non-Hazardous,Construction and Demolition Waste,11403.46
,Kerry,Non-Hazardous,Industrial Non-Hazardous Waste,17898.48
2008_Q4,Kerry,,Municipal Solid Waste,11609.88
2008_Q4,Kerry,Non-Hazardous,Organic Waste,25504.0
2008_Q4,Kildare,Hazardous,Chemical Waste,18176.21
2008_Q4,Kildare,Hazardous,,11881.6
2008_Q1,,Hazardous,Industrial Hazardous Waste,10472.11
2008_Q4,Kildare,Hazardous,Medical Waste,11881.0
2008_Q4,Kildare,Non-Hazardous,Agricultural Waste,18459.42
2008_Q4,Kildare,,N A N,12836.0
2008_Q4,Kildare,Non-Hazardous,Industrial Non-Hazardous Waste,18472.09
2008_Q4,Kildare,Non-Hazardous,Municipal Solid Waste,215238.4
2008_Q4,Kildare,Non-Hazardous,Organic Waste,18984.0
2008_Q4,Kilkenny,Hazardous,Chemical Waste,14548.56
2008_Q1,Kilkenny,Hazardous,Electronic Waste,17491.51
2008_Q4,Kilkenny,Hazardous,Industrial Hazardous Waste,24068.4
2008_Q4,Kilkenny,Hazardous,Medical Waste,16305.0
2008_Q4,Kilkenny,Non-Hazardous,Agricultural Waste,7249.96
2008_Q4,Kilkenny,Non-Hazardous,Construction and Demolition Waste,7831.0
2008_Q1,Kilkenny,Non-Hazardous,Industrial Non-Hazardous Waste,13802.48
2008_Q4,,,Municipal Solid Waste,
2008_Q1,Kilkenny,Non-Hazardous,Organic Waste,16836.41
2008_Q1,Laois,,Chemical Waste,17741.14
2008_Q4,Laois,Hazardous,Electronic Waste,13812.28
2008_Q4,Laois,Hazardous,Industrial Hazardous Waste,7885.3
2008_Q4,Laois,Hazardous,Medical Waste,8690.0
2008_Q1,Laois,Non-Hazardous,Agricultural Waste,17880.0
2008_Q4,Nan,Non-Hazardous,Construction and Demolition Waste,8181.67
2008_Q3,,Non-Hazardous,Industrial Non-Hazardous Waste,18378.0
2008_Q1,Laois,Non-Hazardous,Municipal Solid Waste,9814.43
2008_Q4,Laois,Non-Hazardous,Organic Waste,22153.0
2008_Q4,Limerick,Hazardous,Chemical Waste,20839.0
2008_Q4,Limerick,Hazardous,Electronic Waste,19800.01
2008_Q4,Limerick,Hazardous,Industrial Hazardous Waste,9334.86
2008_Q4,Limerick,Hazardous,Medical Waste,19539.6
2008_Q4,Limerick,Non-Hazardous,Agricultural Waste,14802.54
2008_Q4,Limerick,Non-Hazardous,Construction and Demolition Waste,10142.08
2008_Q4,Limerick,Non-Hazardous,Industrial Non-Hazardous Waste,6160.55
2008_Q2,Limerick,Non-Hazardous,Municipal Solid Waste,5147.67
2008_Q4,Limerick,Non-Hazardous,Organic Waste,15459.0
2008_Q4,Louth,Hazardous,Chemical Waste,16907.84
2008_Q1,Louth,Hazardous,Electronic Waste,7072.0
2008_Q4,Louth,Hazardous,Industrial Hazardous Waste,12017.01
2008_Q4,Louth,Hazardous,Medical Waste,23649.91
2008_Q1,Louth,Non-Hazardous,Agricultural Waste,16871.7
2008_Q4,Louth,Non-Hazardous,Construction and Demolition Waste,11377.56
2008_Q1,Louth,Non-Hazardous,,23278.88
2008_Q1,Louth,Non-Hazardous,Municipal Solid Waste,15475.0
2008_Q1,Louth,Non-Hazardous,Organic Waste,19429.52
2008_Q3,Mayo,,Chemical Waste,
2008_Q4,Mayo,Hazardous,Electronic Waste,23601.62
2008_Q4,Mayo,Hazardous,Industrial Hazardous Waste,17021.52
2008_Q4,Mayo,Hazardous,Medical Waste,7997.86
2008_Q4,Mayo,Non-Hazardous,Agricultural Waste,
2008_Q4,Mayo,Non-Hazardous,Construction and Demolition Waste,14371.22
2008_Q4,Mayo,Non-Hazardous,,7751.0
2008_Q1,Mayo,Non-Hazardous,Municipal Solid Waste,12783.0
2008_Q4,Mayo,Non-Hazardous,Organic Waste,16384.08
,Meath,Hazardous,Chemical Waste,16410.06
2008_Q4,Meath,Hazardous,Electronic Waste,11521.7
2008_Q1,Meath,Hazardous,Industrial Hazardous Waste,16798.0
2008_Q1,Meath,Hazardous,Medical Waste,14631.09
2008_Q4,Meath,Non-Hazardous,Agricultural Waste,16779.13
2008_Q4,Meath,Non-Hazardous,Construction and Demolition Waste,16893.45
2008_Q1,Meath,Non-Hazardous,Industrial Non-Hazardous Waste,26627.69
2008_Q1,Meath,Non-Hazardous,Municipal Solid Waste,7060.0
2008_Q1,Meath,Non-Hazardous,Organic Waste,18409.0
2008_Q4,Monaghan,Hazardous,Chemical Waste,15242.26
2008_Q4,Monaghan,,Electronic Waste,14814.13
2008_Q4,Monaghan,Hazardous,Industrial Hazardous Waste,8380.95
2008_Q3,Monaghan,Hazardous,Medical Waste,16602.0
2008_Q4,Monaghan,Non-Hazardous,Agricultural Waste,10100.0
2008_Q4,Monaghan,,Construction and Demolition Waste,7790.99
2008_Q4,Monaghan,Non-Hazardous,Industrial Non-Hazardous Waste,16187.51
2008_Q4,Monaghan,Non-Hazardous,Municipal Solid Waste,12143.52
2008_Q4,Monaghan,Non-Hazardous,Organic Waste,
2008_Q4,Offaly,Hazardous,Chemical Waste,17222.82
2008_Q1,Offaly,Hazardous,Electronic Waste,19028.38
2008_Q4,Offaly,Hazardous,Industrial Hazardous Waste,8604.37
2008_Q4,Offaly,Hazardous,Medical Waste,16751.91
2008_Q4,Offaly,Non-Hazardous,Agricultural Waste,23348.45
2008_Q2,Offaly,Non-Hazardous,Construction and Demolition Waste,13558.47
2008_Q4,Offaly,Non-Hazardous,Industrial Non-Hazardous Waste,3421.0
2008_Q4,Offaly,Non-Hazardous,Municipal Solid Waste,5911.0
2008_Q4,Offaly,Non-Hazardous,Organic Waste,14522.03
2008_Q4,Roscommon,Hazardous,Chemical Waste,13152.5
2008_Q1,Roscommon,Hazardous,Electronic Waste,14775.07
2008_Q4,Roscommon,Hazardous,Industrial Hazardous Waste,3923.0
2008_Q4,Roscommon,Hazardous,Medical Waste,13884.0
2008_Q3,Roscommon,Non-Hazardous,Agricultural Waste,
2008_Q4,Roscommon,Non-Hazardous,Construction and Demolition Waste,21959.48
2008_Q4,Roscommon,Non-Hazardous,Industrial Non-Hazardous Waste,5129.74
2008_Q1,Roscommon,Non-Hazardous,Municipal Solid Waste,5467.6
2008_Q4,Roscommon,Non-Hazardous,,10648.28
,Sligo,Hazardous,Chemical Waste,13057.8
2008_Q4,Sligo,Hazardous,Electronic Waste,17510.0
,Sligo,Hazardous,Industrial Hazardous Waste,13401.0
2008_Q4,Sligo,Hazardous,Medical Waste,17862.8
2008_Q4,Sligo,Non-Hazardous,Agricultural Waste,17050.82
2008_Q4,Sligo,Non-Hazardous,Construction and Demolition Waste,18550.6
2008_Q4,Sligo,Non-Hazardous,Industrial Non-Hazardous Waste,17112.56
2008_Q4,Sligo,Non-Hazardous,Municipal Solid Waste,18716.0
2008_Q4,Sligo,Non-Hazardous,Organic Waste,9489.68
2008_Q4,Tipperary,Hazardous,Chemical Waste,20595.0
2008_Q1,Nan,Hazardous,Electronic Waste,14229.86
2008_Q4,Tipperary,Hazardous,Industrial Hazardous Waste,11826.06
2008_Q4,Tipperary,Hazardous,Medical Waste,15231.35
2008_Q4,Tipperary,Non-Hazardous,Agricultural Waste,16495.36
2008_Q4,Tipperary,Non-Hazardous,Construction and Demolition Waste,6471.72
2008_Q4,Tipperary,Non-Hazardous,Industrial Non-Hazardous Waste,19532.0
2008_Q4,Tipperary,Non-Hazardous,Municipal Solid Waste,13114.51
2008_Q1,Tipperary,Non-Hazardous,Organic Waste,17327.0
2008_Q4,Waterford,Hazardous,Chemical Waste,17325.0
2008_Q1,Waterford,Hazardous,Electronic Waste,19750.18
2008_Q4,Waterford,Hazardous,Industrial Hazardous Waste,13100.17
2008_Q1,Waterford,Hazardous,Medical Waste,12478.5
2008_Q2,Waterford,Non-Hazardous,Agricultural Waste,17980.23
2008_Q4,Waterford,Non-Hazardous,Construction and Demolition Waste,8155.77
,,Non-Hazardous,Industrial Non-Hazardous Waste,13785.0
,Waterford,Non-Hazardous,Municipal Solid Waste,
2008_Q4,Waterford,Non-Hazardous,Organic Waste,13953.14
2008_Q1,Westmeath,Hazardous,Chemical Waste,6821.5
2008_Q4,Westmeath,Hazardous,Electronic Waste,17545.3
2008_Q1,Westmeath,Hazardous,Industrial Hazardous Waste,17188.0
2008_Q4,Westmeath,Hazardous,Medical Waste,9936.57
2008_Q1,Westmeath,Non-Hazardous,Agricultural Waste,8579.76
2008_Q4,Westmeath,Non-Hazardous,Construction and Demolition Waste,18686.72
2008_Q4,Westmeath,Non-Hazardous,Industrial Non-Hazardous Waste,16373.78
2008_Q4,,Non-Hazardous,Municipal Solid Waste,15506.93
2008_Q3,Westmeath,Non-Hazardous,Organic Waste,10767.7
2008_Q4,Wexford,,Chemical Waste,22457.74
2008_Q4,Wexford,,Electronic Waste,12829.28
2008_Q4,Wexford,Hazardous,Industrial Hazardous Waste,17552.44
2008_Q4,Wexford,Hazardous,Medical Waste,15731.0
2008_Q4,Wexford,Non-Hazardous,Agricultural Waste,18902.58
2008_Q4,Wexford,Non-Hazardous,Construction and Demolition Waste,17102.51
2008_Q4,Wexford,Non-Hazardous,Industrial Non-Hazardous Waste,14349.0
2008_Q4,Wexford,Non-Hazardous,Municipal Solid Waste,14826.8
2008_Q1,Wexford,Non-Hazardous,Organic Waste,15551.81
2008_Q4,Wicklow,Hazardous,Chemical Waste,10278.0
2008_Q1,Wicklow,Hazardous,Electronic Waste,11227.9
2008_Q1,Wicklow,Hazardous,Industrial Hazardous Waste,
2008_Q4,Wicklow,Hazardous,Medical Waste,14535.62
2008_Q4,Wicklow,Non-Hazardous,Agricultural Waste,
2008_Q1,Wicklow,Non-Hazardous,Construction and Demolition Waste,15842.33
2008_Q4,Wicklow,Non-Hazardous,Industrial Non-Hazardous Waste,16485.54
2008_Q4,Wicklow,Non-Hazardous,Municipal Solid Waste,9094.0
2008_Q2,Wicklow,Non-Hazardous,Organic Waste,6779.07
2009_Q4,Antrim,Hazardous,Chemical Waste,12271.11
2009_Q1,Antrim,Hazardous,Electronic Waste,17030.0
2009_Q1,Antrim,Hazardous,Industrial Hazardous Waste,16975.0
2009_Q1,Antrim,Hazardous,Medical Waste,20313.41
2009_Q1,Antrim,Non-Hazardous,Agricultural Waste,24803.0
2009_Q1,Antrim,Non-Hazardous,Construction and Demolition Waste,14832.0
2009_Q1,Antrim,,Industrial Non-Hazardous Waste,16410.0
,Antrim,,Municipal Solid Waste,14534.22
2009_Q1,Antrim,Non-Hazardous,Organic Waste,15502.68
2009_Q1,Carlow,Hazardous,Chemical Waste,23480.33
2009_Q1,Carlow,Hazardous,Electronic Waste,12427.0
,Carlow,Hazardous,Industrial Hazardous Waste,20998.49
2009_Q1,Carlow,Hazardous,Medical Waste,8883.91
2009_Q1,Carlow,Non-Hazardous,Agricultural Waste,15727.0
2009_Q1,Carlow,Non-Hazardous,Construction and Demolition Waste,13533.05
2009_Q1,Carlow,Non-Hazardous,Industrial Non-Hazardous Waste,14723.0
2009_Q1,Carlow,Non-Hazardous,Municipal Solid Waste,8778.94
2009_Q1,Carlow,Non-Hazardous,Organic Waste,13680.9
2009_Q1,Cavan,Hazardous,Chemical Waste,22006.56
,Cavan,Hazardous,Electronic Waste,15503.21
2009_Q1,Cavan,Hazardous,Industrial Hazardous Waste,11201.0
2009_Q1,Cavan,Hazardous,Medical Waste,
2009_Q1,Cavan,Non-Hazardous,Agricultural Waste,13026.74
2009_Q1,Cavan,Non-Hazardous,Construction and Demolition Waste,14484.89
2009_Q1,Cavan,Non-Hazardous,Industrial Non-Hazardous Waste,9536.0
2009_Q1,Cavan,Non-Hazardous,Municipal Solid Waste,3252.79
,Cavan,Non-Hazardous,Organic Waste,10819.89
2009_Q1,,Hazardous,Chemical Waste,4465.59
2009_Q1,Clare,Hazardous,Electronic Waste,14448.25
2009_Q1,Clare,Hazardous,N A N,13626.89
,Clare,Hazardous,Medical Waste,23594.24
2009_Q2,Clare,,Agricultural Waste,25273.89
2009_Q1,Clare,Non-Hazardous,Construction and Demolition Waste,12391.4
2009_Q1,Clare,,Industrial Non-Hazardous Waste,9634.46
2009_Q1,Clare,Non-Hazardous,Municipal Solid Waste,17924.69
2009_Q1,Clare,Non-Hazardous,Organic Waste,15138.29
2009_Q1,Cork,Hazardous,Chemical Waste,
2009_Q1,Cork,Hazardous,,20955.95
2009_Q1,Cork,Hazardous,Industrial Hazardous Waste,12852.49
2009_Q1,,Hazardous,Medical Waste,17330.59
2009_Q1,Cork,Non-Hazardous,Agricultural Waste,19349.31
2009_Q1,Cork,Non-Hazardous,Construction and Demolition Waste,16848.71
2009_Q1,Cork,Non-Hazardous,Industrial Non-Hazardous Waste,19240.95
2009_Q1,Cork,Non-Hazardous,Municipal Solid Waste,8408.6
2009_Q3,Cork,Non-Hazardous,Organic Waste,14746.16
2009_Q1,Donegal,Hazardous,Chemical Waste,13230.62
2009_Q1,Donegal,Hazardous,Electronic Waste,10437.0
2009_Q1,Donegal,Hazardous,Industrial Hazardous Waste,16476.39
2009_Q1,Donegal,Hazardous,Medical Waste,19602.64
2009_Q1,Donegal,Non-Hazardous,Agricultural Waste,13300.8
2009_Q1,Donegal,Non-Hazardous,Construction and Demolition Waste,11886.0
2009_Q1,Donegal,Non-Hazardous,Industrial Non-Hazardous Waste,13347.8
2009_Q1,Nan,Non-Hazardous,Municipal Solid Waste,23254.0
2009_Q1,Donegal,Non-Hazardous,Organic Waste,16416.0
2009_Q1,Down,Hazardous,Chemical Waste,5703.17
2009_Q3,Down,Hazardous,Electronic Waste,18329.14
2009_Q1,,Hazardous,Industrial Hazardous Waste,
2009_Q1,Down,Hazardous,Medical Waste,15277.2
2009_Q1,Down,Non-Hazardous,Agricultural Waste,20071.17
2009_Q1,Down,Non-Hazardous,Construction and Demolition Waste,13311.87
2009_Q1,Down,Non-Hazardous,Industrial Non-Hazardous Waste,8529.61
2009_Q1,Down,Non-Hazardous,Municipal Solid Waste,20693.92
2009_Q1,Down,Non-Hazardous,Organic Waste,13286.79
2009_Q1,Dublin,Hazardous,Chemical Waste,18184.23
2009_Q1,Dublin,Hazardous,Electronic Waste,17680.95
